,Relative Gain,Fold,Prototype,Data Dimension,Center Dimension,Data Set
0,0.31581676744032094,0,eigengene,1,1,gse73072_hrv_48_64
1,0.3314839017128022,1,eigengene,1,1,gse73072_hrv_48_64
2,0.3618226973230263,2,eigengene,1,1,gse73072_hrv_48_64
3,0.12035955538244236,3,eigengene,1,1,gse73072_hrv_48_64
4,0.3420914123583796,4,eigengene,1,1,gse73072_hrv_48_64
5,1.0301182769700992,0,flag_mean,1,1,gse73072_hrv_48_64
6,1.0565309977688724,1,flag_mean,1,1,gse73072_hrv_48_64
7,1.1197968155061866,2,flag_mean,1,1,gse73072_hrv_48_64
8,0.5297622844736767,3,flag_mean,1,1,gse73072_hrv_48_64
9,1.0645176501270184,0,flag_median,1,1,gse73072_hrv_48_64
10,0.9419209348584603,1,flag_median,1,1,gse73072_hrv_48_64
11,1.1518549372465783,2,flag_median,1,1,gse73072_hrv_48_64
12,0.5512990087918239,3,flag_median,1,1,gse73072_hrv_48_64
13,0.9548621764540381,4,flag_median,1,1,gse73072_hrv_48_64
14,1.1057625956607469,0,module_expression,1,1,gse73072_hrv_48_64
15,1.0584853052408358,1,module_expression,1,1,gse73072_hrv_48_64
16,1.1744620822599732,2,module_expression,1,1,gse73072_hrv_48_64
17,0.4948698716828064,3,module_expression,1,1,gse73072_hrv_48_64
18,0.968644104595112,4,module_expression,1,1,gse73072_hrv_48_64
19,0.35986093512950346,0,eigengene,1,2,gse73072_hrv_48_64
20,0.3510970723305449,1,eigengene,1,2,gse73072_hrv_48_64
21,0.032883678866025834,3,eigengene,1,2,gse73072_hrv_48_64
22,0.281839700541368,4,eigengene,1,2,gse73072_hrv_48_64
23,0.7569060602693056,1,flag_mean,1,2,gse73072_hrv_48_64
24,0.9019550986424454,2,flag_mean,1,2,gse73072_hrv_48_64
25,0.40074771059015335,3,flag_mean,1,2,gse73072_hrv_48_64
26,0.682821590389189,0,flag_median,1,2,gse73072_hrv_48_64
27,0.765568497498035,2,flag_median,1,2,gse73072_hrv_48_64
28,0.47114221032441583,3,flag_median,1,2,gse73072_hrv_48_64
29,0.6482567362220986,2,eigengene,1,4,gse73072_hrv_48_64
30,0.15223281479174489,3,eigengene,1,4,gse73072_hrv_48_64
31,0.7541833281720285,0,flag_mean,1,4,gse73072_hrv_48_64
32,0.8425348330291365,1,flag_mean,1,4,gse73072_hrv_48_64
33,0.8937293682470173,2,flag_mean,1,4,gse73072_hrv_48_64
34,0.3530329416130995,3,flag_mean,1,4,gse73072_hrv_48_64
35,0.7653349079093064,4,flag_mean,1,4,gse73072_hrv_48_64
36,0.7360696823473052,0,flag_median,1,4,gse73072_hrv_48_64
37,0.6817054393335114,1,flag_median,1,4,gse73072_hrv_48_64
38,0.9021501137425803,2,flag_median,1,4,gse73072_hrv_48_64
39,0.27717915532309134,3,flag_median,1,4,gse73072_hrv_48_64
40,0.5862175764488096,4,flag_median,1,4,gse73072_hrv_48_64
41,0.7155501985898758,0,eigengene,1,8,gse73072_hrv_48_64
42,0.7619947168066852,1,eigengene,1,8,gse73072_hrv_48_64
43,0.8497256022739861,2,eigengene,1,8,gse73072_hrv_48_64
44,0.23463326556245057,3,eigengene,1,8,gse73072_hrv_48_64
45,0.7517893713942214,4,eigengene,1,8,gse73072_hrv_48_64
46,0.8366119324459114,0,flag_mean,1,8,gse73072_hrv_48_64
47,0.8401273958458859,1,flag_mean,1,8,gse73072_hrv_48_64
48,1.0481127627940805,2,flag_mean,1,8,gse73072_hrv_48_64
49,0.31529922438375046,3,flag_mean,1,8,gse73072_hrv_48_64
50,0.7341980606970673,4,flag_mean,1,8,gse73072_hrv_48_64
51,0.7418988626479963,0,flag_median,1,8,gse73072_hrv_48_64
52,0.7336153724164298,1,flag_median,1,8,gse73072_hrv_48_64
53,0.8765257480767041,2,flag_median,1,8,gse73072_hrv_48_64
54,0.6223287417048042,4,flag_median,1,8,gse73072_hrv_48_64
55,0.9415055590402601,0,flag_mean,2,1,gse73072_hrv_48_64
56,0.9210730183974174,1,flag_mean,2,1,gse73072_hrv_48_64
57,0.9341383087689221,2,flag_mean,2,1,gse73072_hrv_48_64
58,0.4582665329636386,3,flag_mean,2,1,gse73072_hrv_48_64
59,1.0012226063805696,2,flag_median,2,1,gse73072_hrv_48_64
60,0.47893029278626353,3,flag_median,2,1,gse73072_hrv_48_64
61,0.7264720798479694,4,flag_median,2,1,gse73072_hrv_48_64
62,-0.1591941649066987,0,flag_mean,2,2,gse73072_hrv_48_64
63,-0.1858794263075506,1,flag_mean,2,2,gse73072_hrv_48_64
64,-0.10655522756007962,2,flag_mean,2,2,gse73072_hrv_48_64
65,-0.0868604344429238,3,flag_mean,2,2,gse73072_hrv_48_64
66,-0.23678460192218653,4,flag_mean,2,2,gse73072_hrv_48_64
67,-0.15187803485906137,0,flag_median,2,2,gse73072_hrv_48_64
68,-0.14085312010669915,1,flag_median,2,2,gse73072_hrv_48_64
69,-0.11029957060020323,2,flag_median,2,2,gse73072_hrv_48_64
70,-0.08583794036225145,3,flag_median,2,2,gse73072_hrv_48_64
71,-0.2462157757193607,4,flag_median,2,2,gse73072_hrv_48_64
72,-0.08456094675405301,0,flag_mean,2,4,gse73072_hrv_48_64
73,-0.1562465331003322,1,flag_mean,2,4,gse73072_hrv_48_64
74,-0.023521092886401473,2,flag_mean,2,4,gse73072_hrv_48_64
75,-0.0962807056089644,3,flag_mean,2,4,gse73072_hrv_48_64
76,-0.14860760349025826,4,flag_mean,2,4,gse73072_hrv_48_64
77,-0.10184087538162534,0,flag_median,2,4,gse73072_hrv_48_64
78,-0.1593002766412157,1,flag_median,2,4,gse73072_hrv_48_64
79,-0.05845512992355639,2,flag_median,2,4,gse73072_hrv_48_64
80,-0.09396505088650609,3,flag_median,2,4,gse73072_hrv_48_64
81,-0.16709138732156947,4,flag_median,2,4,gse73072_hrv_48_64
82,-4.123279384593559e-09,0,flag_mean,2,8,gse73072_hrv_48_64
83,-4.019948818267949e-09,1,flag_mean,2,8,gse73072_hrv_48_64
84,-4.2863291804806636e-09,2,flag_mean,2,8,gse73072_hrv_48_64
85,-2.6139455044926763e-09,3,flag_mean,2,8,gse73072_hrv_48_64
86,-4.118111407436231e-09,4,flag_mean,2,8,gse73072_hrv_48_64
87,0.0067483161173451656,0,flag_median,2,8,gse73072_hrv_48_64
88,-0.024931007042369724,1,flag_median,2,8,gse73072_hrv_48_64
89,0.013992534555933966,2,flag_median,2,8,gse73072_hrv_48_64
90,0.0032290086841757493,3,flag_median,2,8,gse73072_hrv_48_64
91,-0.03879285485882222,4,flag_median,2,8,gse73072_hrv_48_64
92,0.2862145220783119,0,eigengene,1,1,gse73072_hrv_48_64_control
93,0.2152710870389285,1,eigengene,1,1,gse73072_hrv_48_64_control
94,0.05157919893928886,2,eigengene,1,1,gse73072_hrv_48_64_control
95,0.11081717381972522,3,eigengene,1,1,gse73072_hrv_48_64_control
96,0.3409840281821941,4,eigengene,1,1,gse73072_hrv_48_64_control
97,0.7914594628137213,0,flag_mean,1,1,gse73072_hrv_48_64_control
98,0.8310446943684595,1,flag_mean,1,1,gse73072_hrv_48_64_control
99,0.35772025633549465,2,flag_mean,1,1,gse73072_hrv_48_64_control
100,0.5234754265200179,3,flag_mean,1,1,gse73072_hrv_48_64_control
101,0.9024868191368147,4,flag_mean,1,1,gse73072_hrv_48_64_control
102,0.7396319040337229,1,flag_median,1,1,gse73072_hrv_48_64_control
103,0.35637467455611804,2,flag_median,1,1,gse73072_hrv_48_64_control
104,0.5494878817663149,3,flag_median,1,1,gse73072_hrv_48_64_control
105,0.8352667923690087,0,module_expression,1,1,gse73072_hrv_48_64_control
106,0.7783553426521297,1,module_expression,1,1,gse73072_hrv_48_64_control
107,0.342343107948492,2,module_expression,1,1,gse73072_hrv_48_64_control
108,0.3721260785654772,0,eigengene,1,2,gse73072_hrv_48_64_control
109,0.20483621376962136,1,eigengene,1,2,gse73072_hrv_48_64_control
110,0.12987151981892775,3,eigengene,1,2,gse73072_hrv_48_64_control
111,0.33644166241198126,4,eigengene,1,2,gse73072_hrv_48_64_control
112,0.5470448364103144,0,flag_mean,1,2,gse73072_hrv_48_64_control
113,0.5017305634800346,1,flag_mean,1,2,gse73072_hrv_48_64_control
114,0.43683545031494186,3,flag_mean,1,2,gse73072_hrv_48_64_control
115,0.6453871954668102,4,flag_mean,1,2,gse73072_hrv_48_64_control
116,0.5582874322924007,0,flag_median,1,2,gse73072_hrv_48_64_control
117,0.4083193915396217,2,flag_median,1,2,gse73072_hrv_48_64_control
118,0.19608619936511285,3,eigengene,1,4,gse73072_hrv_48_64_control
119,0.503165058963593,4,eigengene,1,4,gse73072_hrv_48_64_control
120,0.5542483195977277,0,flag_mean,1,4,gse73072_hrv_48_64_control
121,0.614431203745655,1,flag_mean,1,4,gse73072_hrv_48_64_control
122,0.4121991161823635,2,flag_mean,1,4,gse73072_hrv_48_64_control
123,0.4027562093483066,3,flag_mean,1,4,gse73072_hrv_48_64_control
124,0.843499894992999,4,flag_mean,1,4,gse73072_hrv_48_64_control
125,0.4759512316556438,0,flag_median,1,4,gse73072_hrv_48_64_control
126,0.3965344655149936,2,flag_median,1,4,gse73072_hrv_48_64_control
127,0.7082320002024005,4,flag_median,1,4,gse73072_hrv_48_64_control
128,0.4459662810061533,0,eigengene,1,8,gse73072_hrv_48_64_control
129,0.44127474584179716,1,eigengene,1,8,gse73072_hrv_48_64_control
130,0.13149368718954468,2,eigengene,1,8,gse73072_hrv_48_64_control
131,0.2207104570439271,3,eigengene,1,8,gse73072_hrv_48_64_control
132,0.5951383595577173,4,eigengene,1,8,gse73072_hrv_48_64_control
133,0.6452420175919618,0,flag_mean,1,8,gse73072_hrv_48_64_control
134,0.7552085007708056,1,flag_mean,1,8,gse73072_hrv_48_64_control
135,0.32820142616257497,2,flag_mean,1,8,gse73072_hrv_48_64_control
